"sample_name","replicate","pool","batch","peak","RT_t0","RT_t24","Area_t0","Area_t24","metric","value","median_value","iqr_value"
"AB","2","p2","b3","propanil",19.1,19.1,12.6,14.1,"relative_removal",-11.9047619047619,23.2156906822524,58.5815340377384
"AB","2","p2","b4","acetylsulfamethoxazole",13.9,13.9,20.7,21.3,"relative_removal",-2.89855072463769,4.07235142118863,13.7733742388178
"AB","2","p2","b4","atorvastatin",21.1,21.1,24.9,19.3,"relative_removal",22.4899598393574,2.16117216117217,29.1757085158817
"AB","2","p2","b4","propanil",19.1,19.1,22.1,10.2,"relative_removal",53.8461538461539,23.2156906822524,58.5815340377384
"AB","3","p1","b1","diuron",17.5,17.5,26.8,25.1,"relative_removal",6.34328358208955,-3.57381843416194,34.1542471735578
"AB","3","p1","b1","vorinostat",13.3,13.2,11.7,12.2,"relative_removal",-4.27350427350427,0.423728813559328,15.1807152345323
"AB","3","p1","b2","diuron",17.8,17.7,15.9,21.7,"relative_removal",-36.4779874213836,-3.57381843416194,34.1542471735578
"AB","3","p1","b2","vorinostat",13.4,13.4,9.7,10.7,"relative_removal",-10.3092783505155,0.423728813559328,15.1807152345323
"AB","3","p1","b3","diuron",17.5,17.5,14.8,18.5,"relative_removal",-25,-3.57381843416194,34.1542471735578
"AB","3","p1","b3","vorinostat",13.3,13.3,8.9,9.7,"relative_removal",-8.98876404494381,0.423728813559328,15.1807152345323
"AB","3","p1","b4","diuron",17.6,17.6,24.1,16.9,"relative_removal",29.8755186721992,-3.57381843416194,34.1542471735578
"AB","3","p1","b4","vorinostat",13.3,13.3,10.7,9.7,"relative_removal",9.34579439252337,0.423728813559328,15.1807152345323
"AB","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,36.6,20.8,"relative_removal",43.1693989071038,4.07235142118863,13.7733742388178
"AB","3","p2","b1","atorvastatin",20.9,20.9,44,24.4,"relative_removal",44.5454545454545,2.16117216117217,29.1757085158817
"AB","3","p2","b1","propanil",19,19,39.4,20.1,"relative_removal",48.9847715736041,23.2156906822524,58.5815340377384
"AB","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,21.4,21,"relative_removal",1.86915887850467,4.07235142118863,13.7733742388178
"AB","3","p2","b2","atorvastatin",20.9,20.9,19.2,19.5,"relative_removal",-1.5625,2.16117216117217,29.1757085158817
"AB","3","p2","b2","propanil",18.9,19,13.2,14.3,"relative_removal",-8.33333333333334,23.2156906822524,58.5815340377384
"AB","3","p2","b3","acetylsulfamethoxazole",13.9,13.9,22.1,21.5,"relative_removal",2.71493212669684,4.07235142118863,13.7733742388178
"AB","3","p2","b3","atorvastatin",21.1,21.1,19.5,19.4,"relative_removal",0.51282051282052,2.16117216117217,29.1757085158817
"AB","3","p2","b3","propanil",19.1,19.1,13.7,14.4,"relative_removal",-5.1094890510949,23.2156906822524,58.5815340377384
"AB","3","p2","b4","acetylsulfamethoxazole",13.9,13.9,21.5,20.8,"relative_removal",3.25581395348837,4.07235142118863,13.7733742388178
"AB","3","p2","b4","atorvastatin",21.1,21.1,17.3,20.5,"relative_removal",-18.4971098265896,2.16117216117217,29.1757085158817
"AB","3","p2","b4","propanil",19.1,19.1,11.5,11.1,"relative_removal",3.47826086956522,23.2156906822524,58.5815340377384
"P203","1","p1","b4","diuron",17.7,17.7,20.9,25.6,"relative_removal",-22.488038277512,-7.57575757575758,16.7728652926021
"P203","1","p1","b4","vorinostat",13.4,13.4,9.6,10.5,"relative_removal",-9.375,-7.5268817204301,5.74013157894737
"P203","1","p2","b4","acetylsulfamethoxazole",14,14,19,18.4,"relative_removal",3.15789473684211,0,1.84921763869133
"P203","1","p2","b4","atorvastatin",21.2,21.2,21,22.4,"relative_removal",-6.66666666666666,-6.66666666666666,3.7833457990526
"P203","1","p2","b4","propanil",19.2,19.2,17.9,13,"relative_removal",27.3743016759776,27.3743016759776,4.21717918391484
"P203","2","p1","b4","diuron",17.6,17.6,19.8,21.3,"relative_removal",-7.57575757575758,-7.57575757575758,16.7728652926021
"P203","2","p1","b4","vorinostat",13.3,13.3,9.3,10,"relative_removal",-7.5268817204301,-7.5268817204301,5.74013157894737
"P203","2","p2","b4","acetylsulfamethoxazole",13.9,13.9,18.5,18.6,"relative_removal",-0.540540540540548,0,1.84921763869133
"P203","2","p2","b4","atorvastatin",21.1,21.1,21,21.5,"relative_removal",-2.38095238095238,-6.66666666666666,3.7833457990526
"P203","2","p2","b4","propanil",19.1,19.1,17.8,12.2,"relative_removal",31.4606741573034,27.3743016759776,4.21717918391484
"P203","3","p1","b4","diuron",17.6,17.6,20.8,18.5,"relative_removal",11.0576923076923,-7.57575757575758,16.7728652926021
"P203","3","p1","b4","vorinostat",13.3,13.3,9.5,9.3,"relative_removal",2.10526315789473,-7.5268817204301,5.74013157894737
"P203","3","p2","b4","acetylsulfamethoxazole",13.9,13.9,18.7,18.7,"relative_removal",0,0,1.84921763869133
"P203","3","p2","b4","atorvastatin",21.1,21.1,19.1,21,"relative_removal",-9.94764397905758,-6.66666666666666,3.7833457990526
"P203","3","p2","b4","propanil",19.1,19.1,15.2,11.7,"relative_removal",23.0263157894737,27.3743016759776,4.21717918391484
"P204","1","p1","b4","diuron",17.7,17.7,21.6,25,"relative_removal",-15.7407407407407,36.81592039801,26.328314295604
"P204","1","p1","b4","vorinostat",13.4,13.4,9.6,10.3,"relative_removal",-7.29166666666668,8.51063829787235,9.43530701754386
"P204","1","p2","b4","acetylsulfamethoxazole",14,14,18.8,18.5,"relative_removal",1.59574468085107,6.12244897959185,2.68471472425109
"P204","1","p2","b4","atorvastatin",21.2,21.2,21.5,22.4,"relative_removal",-4.1860465116279,-16.3522012578616,8.36449308405533
"P204","1","p2","b4","propanil",19.2,19.2,18.4,12.8,"relative_removal",30.4347826086956,3.92156862745097,13.7022397891963
"P204","2","p1","b4","diuron",17.6,17.6,20.1,12.7,"relative_removal",36.81592039801,36.81592039801,26.328314295604
"P204","2","p1","b4","vorinostat",13.3,13.3,9.4,8.6,"relative_removal",8.51063829787235,8.51063829787235,9.43530701754386
"P204","2","p2","b4","acetylsulfamethoxazole",13.9,13.9,20.1,18.7,"relative_removal",6.96517412935324,6.12244897959185,2.68471472425109
"P204","2","p2","b4","atorvastatin",21.1,21.1,15.9,18.5,"relative_removal",-16.3522012578616,-16.3522012578616,8.36449308405533
"P204","2","p2","b4","propanil",19.1,19.1,9.9,9.6,"relative_removal",3.03030303030304,3.92156862745097,13.7022397891963
"P204","3","p1","b4","diuron",17.6,17.6,21.4,13.5,"relative_removal",36.9158878504673,36.81592039801,26.328314295604
"P204","3","p1","b4","vorinostat",13.3,13.3,9.5,8.4,"relative_removal",11.578947368421,8.51063829787235,9.43530701754386
"P204","3","p2","b4","acetylsulfamethoxazole",13.9,13.9,19.6,18.4,"relative_removal",6.12244897959185,6.12244897959185,2.68471472425109
"P204","3","p2","b4","atorvastatin",21.1,21.1,15.3,18.5,"relative_removal",-20.9150326797386,-16.3522012578616,8.36449308405533
"P204","3","p2","b4","propanil",19.1,19.1,10.2,9.8,"relative_removal",3.92156862745097,3.92156862745097,13.7022397891963
"P205","1","p1","b4","diuron",17.7,17.7,20.8,25.3,"relative_removal",-21.6346153846154,19.811320754717,35.5769230769231
"P205","1","p1","b4","vorinostat",13.4,13.4,9.5,10,"relative_removal",-5.26315789473684,3.15789473684211,11.0526315789474
"P205","1","p2","b4","acetylsulfamethoxazole",14,14,18.7,18.7,"relative_removal",0,2.57731958762887,1.77664974619289
"P205","1","p2","b4","atorvastatin",21.2,21.2,20.3,22.4,"relative_removal",-10.3448275862069,-10.3448275862069,3.73427672955975
"P205","1","p2","b4","propanil",19.2,19.2,17,12.6,"relative_removal",25.8823529411765,15.2380952380952,5.57275541795665
"P205","2","p1","b4","diuron",17.6,17.7,20.8,10.5,"relative_removal",49.5192307692308,19.811320754717,35.5769230769231
"P205","2","p1","b4","vorinostat",13.3,13.3,9.5,7.9,"relative_removal",16.8421052631579,3.15789473684211,11.0526315789474
"P205","2","p2","b4","acetylsulfamethoxazole",13.9,13.9,19.7,19,"relative_removal",3.55329949238578,2.57731958762887,1.77664974619289
"P205","2","p2","b4","atorvastatin",21.1,21.1,15.9,16.7,"relative_removal",-5.0314465408805,-10.3448275862069,3.73427672955975
"P205","2","p2","b4","propanil",19.1,19.1,9.5,8.1,"relative_removal",14.7368421052632,15.2380952380952,5.57275541795665
"P205","3","p1","b4","diuron",17.6,17.6,21.2,17,"relative_removal",19.811320754717,19.811320754717,35.5769230769231
"P205","3","p1","b4","vorinostat",13.3,13.3,9.5,9.2,"relative_removal",3.15789473684211,3.15789473684211,11.0526315789474
"P205","3","p2","b4","acetylsulfamethoxazole",13.9,13.9,19.4,18.9,"relative_removal",2.57731958762887,2.57731958762887,1.77664974619289
"P205","3","p2","b4","atorvastatin",21.1,21.1,16,18,"relative_removal",-12.5,-10.3448275862069,3.73427672955975
"P205","3","p2","b4","propanil",19.1,19.1,10.5,8.9,"relative_removal",15.2380952380952,15.2380952380952,5.57275541795665
"S146A","1","p1","b1","diuron",17.7,17.7,24.6,15.3,"relative_removal",37.8048780487805,5.03803245436105,57.1490405254545
"S146A","1","p1","b1","vorinostat",13.4,13.4,10.5,8.5,"relative_removal",19.047619047619,0.990099009900987,19.1964285714286
"S146A","1","p1","b2","diuron",17.7,17.8,28.4,16.6,"relative_removal",41.5492957746479,5.03803245436105,57.1490405254545
"S146A","1","p1","b2","vorinostat",13.4,13.4,11.9,9.4,"relative_removal",21.0084033613445,0.990099009900987,19.1964285714286
"S146A","1","p1","b3","diuron",17.7,17.7,25.4,18.3,"relative_removal",27.9527559055118,5.03803245436105,57.1490405254545
"S146A","1","p1","b4","diuron",17.7,17.7,21.4,24.9,"relative_removal",-16.3551401869159,5.03803245436105,57.1490405254545
"S146A","1","p1","b4","vorinostat",13.4,13.4,9.5,10.2,"relative_removal",-7.36842105263157,0.990099009900987,19.1964285714286
"S146A","1","p2","b1","acetylsulfamethoxazole",13.8,14,18,19.4,"relative_removal",-7.77777777777777,0.540540540540548,5.68967734393267
"S146A","1","p2","b1","atorvastatin",20.9,21.2,17.5,21.6,"relative_removal",-23.4285714285714,-10.023882870098,16.421424729117
"S146A","1","p2","b1","propanil",19,19.2,14.8,11.1,"relative_removal",25,24.4266055045872,22.4631423470872
"S146A","1","p2","b2","atorvastatin",20.9,21.2,18.4,22.9,"relative_removal",-24.4565217391304,-10.023882870098,16.421424729117
"S146A","1","p2","b2","propanil",19,19.2,15.1,18.9,"relative_removal",-25.1655629139073,24.4266055045872,22.4631423470872
"S146A","1","p2","b3","acetylsulfamethoxazole",13.8,14,18.8,18.8,"relative_removal",0,0.540540540540548,5.68967734393267
"S146A","1","p2","b3","atorvastatin",20.9,21.2,19.1,19.1,"relative_removal",0,-10.023882870098,16.421424729117
"S146A","1","p2","b3","propanil",19,19.2,16.2,10.2,"relative_removal",37.037037037037,24.4266055045872,22.4631423470872
"S146A","1","p2","b4","acetylsulfamethoxazole",14,14,18.7,18.5,"relative_removal",1.06951871657754,0.540540540540548,5.68967734393267
"S146A","1","p2","b4","atorvastatin",21.2,21.2,20.7,22.4,"relative_removal",-8.21256038647343,-10.023882870098,16.421424729117
"S146A","1","p2","b4","propanil",19.2,19.2,17.6,12.6,"relative_removal",28.4090909090909,24.4266055045872,22.4631423470872
"S146A","2","p1","b1","diuron",17.5,17.5,23.2,22.5,"relative_removal",3.01724137931034,5.03803245436105,57.1490405254545
"S146A","2","p1","b1","vorinostat",13.3,13.3,10.1,10,"relative_removal",0.990099009900987,0.990099009900987,19.1964285714286
"S146A","2","p1","b2","diuron",17.7,17.7,11.4,16.8,"relative_removal",-47.3684210526316,5.03803245436105,57.1490405254545
"S146A","2","p1","b2","vorinostat",13.4,13.4,8.4,8.7,"relative_removal",-3.57142857142856,0.990099009900987,19.1964285714286
"S146A","2","p1","b3","diuron",17.5,17.5,11.9,15.1,"relative_removal",-26.890756302521,5.03803245436105,57.1490405254545
"S146A","2","p1","b4","diuron",17.6,17.6,21.4,10.8,"relative_removal",49.5327102803738,5.03803245436105,57.1490405254545
"S146A","2","p1","b4","vorinostat",13.3,13.3,9.6,8.1,"relative_removal",15.625,0.990099009900987,19.1964285714286
"S146A","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.2,18.5,"relative_removal",-1.64835164835165,0.540540540540548,5.68967734393267
"S146A","2","p2","b1","atorvastatin",20.9,20.9,16.9,20.6,"relative_removal",-21.8934911242604,-10.023882870098,16.421424729117
"S146A","2","p2","b1","propanil",19,19,10.7,11.4,"relative_removal",-6.54205607476637,24.4266055045872,22.4631423470872
"S146A","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,19.1,18.1,"relative_removal",5.23560209424084,0.540540540540548,5.68967734393267
"S146A","2","p2","b2","atorvastatin",20.9,20.9,17.3,18.8,"relative_removal",-8.67052023121387,-10.023882870098,16.421424729117
"S146A","2","p2","b2","propanil",18.9,19,11.3,10.7,"relative_removal",5.30973451327435,24.4266055045872,22.4631423470872
"S146A","2","p2","b3","acetylsulfamethoxazole",13.9,13.9,20,19.3,"relative_removal",3.5,0.540540540540548,5.68967734393267
"S146A","2","p2","b3","atorvastatin",21.1,21.1,17.5,17.9,"relative_removal",-2.28571428571428,-10.023882870098,16.421424729117
"S146A","2","p2","b3","propanil",19.1,19.1,10.9,8.3,"relative_removal",23.8532110091743,24.4266055045872,22.4631423470872
"S146A","2","p2","b4","acetylsulfamethoxazole",13.9,13.9,18.8,19.3,"relative_removal",-2.65957446808511,0.540540540540548,5.68967734393267
"S146A","2","p2","b4","atorvastatin",21.1,21.1,22.6,17.2,"relative_removal",23.8938053097345,-10.023882870098,16.421424729117
"S146A","2","p2","b4","propanil",19.1,19.1,19.9,8.2,"relative_removal",58.7939698492462,24.4266055045872,22.4631423470872
"S146A","3","p1","b1","diuron",17.5,17.5,25.5,23.7,"relative_removal",7.05882352941177,5.03803245436105,57.1490405254545
"S146A","3","p1","b1","vorinostat",13.3,13.2,10.5,10.7,"relative_removal",-1.9047619047619,0.990099009900987,19.1964285714286
"S146A","3","p1","b2","diuron",17.7,17.7,14.7,17.5,"relative_removal",-19.0476190476191,5.03803245436105,57.1490405254545
"S146A","3","p1","b2","vorinostat",13.4,13.4,8.4,8.7,"relative_removal",-3.57142857142856,0.990099009900987,19.1964285714286
"S146A","3","p1","b3","diuron",17.5,17.5,13.1,16.1,"relative_removal",-22.9007633587786,5.03803245436105,57.1490405254545
"S146A","3","p1","b4","diuron",17.6,17.6,21.4,13.5,"relative_removal",36.9158878504673,5.03803245436105,57.1490405254545
"S146A","3","p1","b4","vorinostat",13.3,13.3,9.5,8.4,"relative_removal",11.578947368421,0.990099009900987,19.1964285714286
"S146A","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.3,19.8,"relative_removal",-14.4508670520231,0.540540540540548,5.68967734393267
"S146A","3","p2","b1","atorvastatin",20.9,20.9,20.5,23.2,"relative_removal",-13.1707317073171,-10.023882870098,16.421424729117
"S146A","3","p2","b1","propanil",19,19,18,12.7,"relative_removal",29.4444444444444,24.4266055045872,22.4631423470872
"S146A","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,18.5,18.4,"relative_removal",0.540540540540548,0.540540540540548,5.68967734393267
"S146A","3","p2","b2","atorvastatin",20.9,20.9,18.8,17.7,"relative_removal",5.85106382978724,-10.023882870098,16.421424729117
"S146A","3","p2","b2","propanil",19,19,14.6,9.7,"relative_removal",33.5616438356164,24.4266055045872,22.4631423470872
"S146A","3","p2","b3","acetylsulfamethoxazole",13.9,13.9,19.9,18.6,"relative_removal",6.5326633165829,0.540540540540548,5.68967734393267
"S146A","3","p2","b3","atorvastatin",21.1,21.1,16.7,18.6,"relative_removal",-11.377245508982,-10.023882870098,16.421424729117
"S146A","3","p2","b3","propanil",19.1,19.1,11.4,9.6,"relative_removal",15.7894736842105,24.4266055045872,22.4631423470872
"S146A","3","p2","b4","acetylsulfamethoxazole",13.9,13.9,19.6,18.9,"relative_removal",3.57142857142859,0.540540540540548,5.68967734393267
"S146A","3","p2","b4","atorvastatin",21.1,21.1,15.4,18,"relative_removal",-16.8831168831169,-10.023882870098,16.421424729117
"S146A","3","p2","b4","propanil",19.1,19.1,10.1,9.2,"relative_removal",8.91089108910892,24.4266055045872,22.4631423470872
"P109","1","p1","b1","diuron",17.8,17.7,22,25.9,"relative_removal",-17.7272727272727,-9.00900900900901,8.25634891424365
"P109","1","p1","b1","vorinostat",13.4,13.4,10.1,10.2,"relative_removal",-0.990099009900987,0,0.495049504950493
"P109","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.5,17.6,"relative_removal",-0.57142857142858,0.540540540540548,1.95238095238096
"P109","1","p2","b1","atorvastatin",20.9,21.2,18.6,17.5,"relative_removal",5.91397849462366,5.91397849462366,7.30788548468106
"P109","1","p2","b1","propanil",19,19.2,14.9,8.5,"relative_removal",42.9530201342282,39.8773006134969,9.64444899841181
"P109","2","p1","b1","diuron",17.5,17.5,22.2,24.2,"relative_removal",-9.00900900900901,-9.00900900900901,8.25634891424365
"P109","2","p1","b1","vorinostat",13.3,13.2,9.9,9.9,"relative_removal",0,0,0.495049504950493
"P109","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.5,18.4,"relative_removal",0.540540540540548,0.540540540540548,1.95238095238096
"P109","2","p2","b1","atorvastatin",20.9,20.9,20.9,19,"relative_removal",9.09090909090908,5.91397849462366,7.30788548468106
"P109","2","p2","b1","propanil",19,19,16.3,9.8,"relative_removal",39.8773006134969,39.8773006134969,9.64444899841181
"P109","3","p1","b1","diuron",17.5,17.5,24.7,25,"relative_removal",-1.21457489878543,-9.00900900900901,8.25634891424365
"P109","3","p1","b1","vorinostat",13.3,13.3,10.4,10.4,"relative_removal",0,0,0.495049504950493
"P109","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,18,17.4,"relative_removal",3.33333333333334,0.540540540540548,1.95238095238096
"P109","3","p2","b1","atorvastatin",20.9,20.9,18.1,19.1,"relative_removal",-5.52486187845304,5.91397849462366,7.30788548468106
"P109","3","p2","b1","propanil",19,19,13.1,10,"relative_removal",23.6641221374046,39.8773006134969,9.64444899841181
"P110","1","p1","b1","diuron",17.8,17.7,26.2,27.3,"relative_removal",-4.19847328244275,-4.19847328244275,3.50797525117783
"P110","1","p1","b1","vorinostat",13.4,13.4,10.8,11.1,"relative_removal",-2.77777777777777,-1.01010101010101,1.87908496732025
"P110","1","p2","b1","acetylsulfamethoxazole",13.8,14,18.2,17.6,"relative_removal",3.29670329670328,3.04568527918781,1.64835164835164
"P110","1","p2","b1","atorvastatin",20.9,21.2,20.8,16.3,"relative_removal",21.6346153846154,-8.92857142857143,17.5657739499764
"P110","1","p2","b1","propanil",19,19.2,17.9,8.3,"relative_removal",53.6312849162011,-2.97029702970298,29.5628952053533
"P110","2","p1","b1","diuron",17.5,17.5,22.3,23.3,"relative_removal",-4.48430493273543,-4.19847328244275,3.50797525117783
"P110","2","p1","b1","vorinostat",13.3,13.3,9.9,10,"relative_removal",-1.01010101010101,-1.01010101010101,1.87908496732025
"P110","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,19.7,19.1,"relative_removal",3.04568527918781,3.04568527918781,1.64835164835164
"P110","2","p2","b1","atorvastatin",20.9,20.9,16.8,18.3,"relative_removal",-8.92857142857143,-8.92857142857143,17.5657739499764
"P110","2","p2","b1","propanil",19,19,9.1,9.6,"relative_removal",-5.49450549450549,-2.97029702970298,29.5628952053533
"P110","3","p1","b1","diuron",17.5,17.5,23.7,23.1,"relative_removal",2.53164556962024,-4.19847328244275,3.50797525117783
"P110","3","p1","b1","vorinostat",13.3,13.3,10.2,10.1,"relative_removal",0.980392156862742,-1.01010101010101,1.87908496732025
"P110","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.6,18.6,"relative_removal",0,3.04568527918781,1.64835164835164
"P110","3","p2","b1","atorvastatin",20.9,20.9,16.3,18.5,"relative_removal",-13.4969325153374,-8.92857142857143,17.5657739499764
"P110","3","p2","b1","propanil",19,19,10.1,10.4,"relative_removal",-2.97029702970298,-2.97029702970298,29.5628952053533
"P111","1","p1","b1","diuron",17.8,17.8,25.6,25.4,"relative_removal",0.781250000000011,0.781250000000011,14.4286071517879
"P111","1","p1","b1","vorinostat",13.4,13.4,10.6,10.5,"relative_removal",0.943396226415091,0.943396226415091,12.7119344967331
"P111","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.1,18.3,"relative_removal",-7.01754385964912,-7.01754385964912,3.97629310344827
"P111","1","p2","b1","atorvastatin",20.9,21.2,18.9,18.9,"relative_removal",0,-9.09090909090909,4.62962962962963
"P111","1","p2","b1","propanil",19,19.2,15.8,10.7,"relative_removal",32.2784810126582,21.6216216216216,7.41440829156402
"P111","2","p1","b1","diuron",17.5,17.5,25.8,22.1,"relative_removal",14.3410852713178,0.781250000000011,14.4286071517879
"P111","2","p1","b1","vorinostat",13.3,13.3,11.3,9.8,"relative_removal",13.2743362831858,0.943396226415091,12.7119344967331
"P111","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,16,18.1,"relative_removal",-13.125,-7.01754385964912,3.97629310344827
"P111","2","p2","b1","atorvastatin",20.9,20.9,16.2,17.7,"relative_removal",-9.25925925925926,-9.09090909090909,4.62962962962963
"P111","2","p2","b1","propanil",19,19,11.1,8.7,"relative_removal",21.6216216216216,21.6216216216216,7.41440829156402
"P111","3","p1","b1","diuron",17.5,17.5,24.8,28.4,"relative_removal",-14.5161290322581,0.781250000000011,14.4286071517879
"P111","3","p1","b1","vorinostat",13.3,13.3,10.7,12,"relative_removal",-12.1495327102804,0.943396226415091,12.7119344967331
"P111","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.4,18.3,"relative_removal",-5.17241379310346,-7.01754385964912,3.97629310344827
"P111","3","p2","b1","atorvastatin",20.9,20.9,18.7,20.4,"relative_removal",-9.09090909090909,-9.09090909090909,4.62962962962963
"P111","3","p2","b1","propanil",19,19,14.9,12.3,"relative_removal",17.4496644295302,21.6216216216216,7.41440829156402
"P113","1","p1","b1","diuron",17.8,17.8,25.5,25.6,"relative_removal",-0.392156862745104,-10.7883817427386,6.17842356065932
"P113","1","p1","b1","vorinostat",13.4,13.4,10.7,10.6,"relative_removal",0.934579439252333,-9.80392156862745,6.18157543391188
"P113","1","p2","b1","acetylsulfamethoxazole",13.8,14,16.8,18.2,"relative_removal",-8.33333333333333,-8.33333333333333,3.17919075144509
"P113","1","p2","b1","atorvastatin",20.9,21.2,19.3,17.7,"relative_removal",8.29015544041452,-5.91133004926108,12.4784110535406
"P113","1","p2","b1","propanil",19,19.2,17,9.7,"relative_removal",42.9411764705882,30.2325581395349,10.9915463191265
"P113","2","p1","b1","diuron",17.5,17.5,24.1,26.7,"relative_removal",-10.7883817427386,-10.7883817427386,6.17842356065932
"P113","2","p1","b1","vorinostat",13.3,13.2,10.2,11.2,"relative_removal",-9.80392156862745,-9.80392156862745,6.18157543391188
